Geneid	Chr	Start	End	Strand	Length	hyb1/add_read_group/hyb1.sorted.bam	tar2/add_read_group/tar2.sorted.bam	inf1/add_read_group/inf1.sorted.bam	inf2/add_read_group/inf2.sorted.bam	tar3/add_read_group/tar3.sorted.bam	tar1/add_read_group/tar1.sorted.bam	hyb3/add_read_group/hyb3.sorted.bam	hyb2/add_read_group/hyb2.sorted.bam	inf3/add_read_group/inf3.sorted.bam
gene-LINF_200008100	LR812953.1	109951	110886	+	936	755	38	1855	708	115	177	108	400	583
gene-LINF_200008200	LR812953.1	114071	114325	+	255	590	97	1203	368	190	288	110	331	539
gene-LINF_200008300	LR812953.1	115296	117188	+	1893	1645	335	3455	944	794	934	222	648	1007
gene-LINF_200008400	LR812953.1	117993	118946	+	954	581	1	1718	565	4	8	88	298	473
gene-LINF_200008500	LR812953.1	119878	121047	+	1170	1103	55	3956	1540	97	153	155	530	1279
gene-LINF_200008550	LR812953.1	121497	121769	+	273	207	0	635	251	1	0	28	130	208
gene-LINF_200008600	LR812953.1	122213	123139	+	927	872	16	3013	1135	31	24	122	446	1162
gene-LINF_200008700	LR812953.1	128835	131033	+	2199	2438	244	4982	1555	577	584	330	1481	2368
gene-LINF_200008800	LR812953.1	132080	133474	+	1395	470	0	778	225	0	0	51	252	259
gene-LINF_200008900	LR812953.1	136314	137276	+	963	1424	22	1720	811	38	67	110	760	426
gene-LINF_200009000	LR812953.1	140704	144345	+	3642	2448	408	5229	1857	1030	1048	360	1644	1999
gene-LINF_200009100	LR812953.1	146564	150760	+	4197	3166	168	5821	2202	477	564	369	1829	1884
gene-LINF_200009200	LR812953.1	151548	152789	+	1242	839	47	1967	639	70	131	131	515	641
gene-LINF_200009300	LR812953.1	154925	156013	+	1089	981	114	2417	875	227	215	139	703	1106
gene-LINF_200009400	LR812953.1	156837	158543	+	1707	1051	88	2519	1009	179	257	170	649	834
gene-LINF_200009500	LR812953.1	161195	165226	+	4032	2006	156	5085	1570	278	497	262	1297	1657
gene-LINF_200009600	LR812953.1	166153	167271	+	1119	1817	481	3582	1221	865	1272	295	1075	1497
gene-LINF_200009700	LR812953.1	168576	170951	+	2376	1042	85	2342	784	132	273	125	741	725
gene-LINF_200009800	LR812953.1	172438	173901	+	1464	1672	137	4932	1553	70	312	236	1211	1710
gene-LINF_200009900	LR812953.1	175698	175988	+	291	145	0	381	111	0	0	9	89	59
gene-LINF_200010000	LR812953.1	179042	180169	+	1128	1141	88	3462	1376	77	193	185	891	1429
gene-LINF_200010100	LR812953.1	181049	182866	+	1818	889	64	2710	1025	109	169	143	595	1066
gene-LINF_200010200	LR812953.1	183672	185330	+	1659	892	108	1707	743	186	344	113	576	603
gene-LINF_200010300	LR812953.1	186085	186372	+	288	1202	146	3484	1543	156	197	186	797	1315
gene-LINF_200010400	LR812953.1	188069	189730	+	1662	890	83	1970	891	89	224	136	730	568
gene-LINF_200010500	LR812953.1	191112	192401	+	1290	2628	656	4776	1766	953	1619	329	1599	1774
gene-LINF_200010600	LR812953.1	193463	196351	+	2889	1094	51	3481	1377	107	141	135	813	1323
gene-LINF_200010700	LR812953.1	197228	197662	+	435	1063	299	2776	1135	388	564	175	693	1227
gene-LINF_200010800	LR812953.1	198607	199305	+	699	888	181	2153	712	298	428	152	578	779
gene-LINF_200010900	LR812953.1	200336	201973	+	1638	1098	200	2109	834	241	464	166	800	774
gene-LINF_200011000	LR812953.1	202965	204767	+	1803	3261	929	5534	1572	1579	2059	658	2178	3434
gene-LINF_200011100	LR812953.1	207186	209744	+	2559	1594	0	3646	1289	1	0	177	884	1006
gene-LINF_200011200	LR812953.1	211421	212716	+	1296	1807	12	2683	1160	18	29	181	838	684
gene-LINF_200011300	LR812953.1	217307	219154	+	1848	1297	60	3235	1300	109	194	217	857	1241
gene-LINF_200011400	LR812953.1	220147	221367	+	1221	1062	150	2408	820	222	370	194	730	881
gene-LINF_200011500	LR812953.1	222789	227351	+	4563	3882	63	8120	2348	107	190	486	2043	2477
gene-LINF_200011600	LR812953.1	229024	232677	+	3654	1784	20	4018	1374	25	77	301	1200	1782
gene-LINF_200011700	LR812953.1	234863	238018	+	3156	4183	241	6333	1839	391	753	633	2490	2652
gene-LINF_200011800	LR812953.1	239235	241436	+	2202	2998	712	4192	1066	1101	1755	502	1529	1735
gene-LINF_200011900	LR812953.1	242671	244470	+	1800	2978	434	5169	1849	763	1009	528	1888	1985
gene-LINF_200012000	LR812953.1	246026	246772	+	747	1924	313	2976	939	481	796	314	1133	1190
gene-LINF_200012100	LR812953.1	248222	248869	+	648	983	36	2219	688	45	65	155	606	658
gene-LINF_200012200	LR812953.1	253579	257595	+	4017	1283	43	1875	575	110	165	205	605	528
gene-LINF_200012300	LR812953.1	273075	276281	+	3207	527	22	851	166	30	53	96	314	379
gene-LINF_200012400	LR812953.1	291073	295944	+	4872	1089	28	1518	469	65	52	152	623	343
gene-LINF_200012600	LR812953.1	306926	318796	+	11871	9375	851	11548	3261	1437	2149	1245	5111	3822
gene-LINF_200012700	LR812953.1	320137	322224	+	2088	3283	286	6753	1770	584	848	514	1736	2889
gene-LINF_200012800	LR812953.1	322994	325171	+	2178	1320	86	3691	1220	138	365	202	716	1073
gene-LINF_200012900	LR812953.1	325744	326820	+	1077	1558	65	3220	1143	122	200	221	769	843
gene-LINF_200013000	LR812953.1	330128	332344	+	2217	3606	704	6452	2400	1054	1533	521	1810	1992
gene-LINF_200013100	LR812953.1	333513	334514	+	1002	420	36	1190	453	81	89	77	232	369
gene-LINF_200013200	LR812953.1	335368	336189	+	822	227	9	1045	326	9	26	31	112	304
gene-LINF_200013300	LR812953.1	336755	337450	+	696	1008	79	2663	916	159	212	207	631	1089
gene-LINF_200013400	LR812953.1	338159	342883	+	4725	2347	156	5599	1439	572	476	348	1196	1769
gene-LINF_200013500	LR812953.1	344190	345230	+	1041	1626	192	2759	831	386	641	189	704	829
gene-LINF_200013600	LR812953.1	346263	348569	+	2307	1711	259	3321	1042	555	716	250	893	1041
gene-LINF_200013700	LR812953.1	349549	350211	+	663	1018	35	2506	777	69	80	152	520	887
gene-LINF_200013800	LR812953.1	351188	352066	+	879	880	64	2384	676	133	184	132	426	790
gene-LINF_200013900	LR812953.1	353361	356036	+	2676	2102	130	4417	1362	328	506	240	1157	1392
gene-LINF_200014000	LR812953.1	356999	357853	+	855	1405	0	4630	1844	1	0	229	778	1556
gene-LINF_200014100	LR812953.1	358839	360647	+	1809	2257	160	3874	1080	351	367	312	909	1246
gene-LINF_200014200	LR812953.1	361778	368041	+	6264	3903	295	6957	2241	692	793	543	2075	2601
gene-LINF_200014300	LR812953.1	368523	369908	+	1386	1090	95	2545	820	181	225	183	577	990
gene-LINF_200014400	LR812953.1	371205	373304	+	2100	2051	87	3875	1303	121	202	231	1021	1461
gene-LINF_200014500	LR812953.1	378319	389199	+	10881	8030	95	13424	4671	263	256	841	4487	3734
gene-LINF_200014700	LR812953.1	391829	392863	+	1035	1490	90	3095	997	200	469	224	1038	1219
gene-LINF_200014800	LR812953.1	394204	396282	+	2079	2169	185	4051	1620	230	544	298	1353	1730
gene-LINF_200014900	LR812953.1	397346	398872	+	1527	1582	51	4295	1496	84	112	246	1067	1459
gene-LINF_200015000	LR812953.1	401288	403444	+	2157	1527	9	3704	1293	14	34	175	859	967
gene-LINF_200015100	LR812953.1	404409	404732	+	324	549	149	1114	389	183	364	93	358	449
gene-LINF_200015300	LR812953.1	416477	417487	+	1011	619	8	1146	370	15	30	75	407	337
gene-LINF_200015400	LR812953.1	422377	425064	+	2688	464	12	487	173	10	27	81	296	133
gene-LINF_200015500	LR812953.1	434034	436907	+	2874	1809	0	2770	910	0	0	219	1171	713
gene-LINF_200015600	LR812953.1	440010	441086	+	1077	1878	57	4746	1868	91	152	250	1204	1568
gene-LINF_200015700	LR812953.1	442578	446609	+	4032	4582	0	2193	994	0	0	433	2186	720
gene-LINF_200015800	LR812953.1	451648	452475	+	828	602	13	1269	366	25	27	77	342	438
gene-LINF_200015900	LR812953.1	453817	461262	+	7446	3670	211	7089	2526	356	617	501	2267	1928
gene-LINF_200016000	LR812953.1	463281	469145	+	5865	4654	197	9765	2949	333	413	611	2670	2829
gene-LINF_200016100	LR812953.1	470571	476423	+	5853	4484	230	8757	2858	483	687	512	2387	2412
gene-LINF_200016200	LR812953.1	477420	480890	+	3471	4094	18	7402	2395	25	63	646	2778	2574
gene-LINF_200016300	LR812953.1	486254	496138	+	9885	10589	2410	10680	3137	4148	7109	1375	6414	3281
gene-LINF_200016400	LR812953.1	498578	500539	+	1962	3087	751	5333	1878	977	2053	426	1650	1422
gene-LINF_200016500	LR812953.1	501502	502461	+	960	1692	236	2789	1082	339	735	210	757	628
gene-LINF_200016600	LR812953.1	503298	504107	+	810	983	142	1795	710	248	317	138	650	568
gene-LINF_200016700	LR812953.1	504724	505623	+	900	1713	318	3125	1088	595	683	291	1066	1051
gene-LINF_200016730	LR812953.1	506478	507740	+	1263	1273	3	3607	1016	12	13	179	675	765
gene-LINF_200016760	LR812953.1	513305	515110	+	1806	46	0	1505	351	0	0	14	20	356
gene-LINF_200016800	LR812953.1	522390	525434	+	3045	23089	493	24231	12028	1039	2008	2456	11293	8072
gene-LINF_200016900	LR812953.1	528240	530705	+	2466	14504	576	13888	7240	1185	1977	1458	7225	4704
gene-LINF_200017000	LR812953.1	533383	535446	+	2064	1636	78	1337	445	157	228	181	978	374
gene-LINF_200017100	LR812953.1	539592	541823	+	2232	1384	43	2229	911	93	171	133	662	500
gene-LINF_200017200	LR812953.1	545261	548260	+	3000	2163	22	3449	1436	59	79	220	1133	1242
gene-LINF_200017300	LR812953.1	549545	549985	+	441	1335	72	1942	483	108	242	123	627	406
gene-LINF_200017400	LR812953.1	552626	553027	+	402	1210	25	2011	747	49	74	101	655	515
gene-LINF_200017500	LR812953.1	556184	564457	+	8274	6030	470	13549	4408	1179	1439	790	3569	4112
gene-LINF_200017600	LR812953.1	565806	566513	+	708	797	57	994	491	69	127	84	585	391
gene-LINF_200017700	LR812953.1	566631	566870	+	240	337	0	547	233	0	0	30	256	182
gene-LINF_200017800	LR812953.1	569680	572199	+	2520	3137	52	5651	1845	78	207	326	2176	1957
gene-LINF_200017900	LR812953.1	574502	575071	+	570	1152	7	2138	983	11	32	90	606	527
gene-LINF_200018000	LR812953.1	577577	578032	+	456	12605	1824	22836	7418	3547	7674	1644	7881	7913
gene-LINF_200018100	LR812953.1	581379	582221	+	843	2353	305	7366	2597	476	895	366	1514	3028
gene-LINF_200018200	LR812953.1	584918	585328	+	411	1628	76	4595	2731	72	307	143	767	872
gene-LINF_200018300	LR812953.1	587320	587715	+	396	5541	1374	9698	3358	1314	4247	579	3241	2120
gene-LINF_200018400	LR812953.1	592077	593336	+	1260	2066	324	4199	1828	514	722	288	1416	1485
gene-LINF_200018500	LR812953.1	595848	597002	+	1155	797	45	868	359	66	86	63	581	301
gene-LINF_200018600	LR812953.1	598933	599772	+	840	489	43	596	246	67	83	56	317	237
gene-LINF_200018700	LR812953.1	602632	605631	+	3000	7188	1405	10682	3770	2052	4392	951	4748	3896
gene-LINF_200018800	LR812953.1	606777	607994	+	1218	1795	310	3744	1560	264	589	247	1150	1084
gene-LINF_200018900	LR812953.1	609669	611435	+	1767	1212	188	1921	908	375	485	194	1018	910
gene-LINF_200019000	LR812953.1	616491	618131	+	1641	1088	166	1480	604	326	428	148	846	521
gene-LINF_200019100	LR812953.1	620389	624153	+	3765	3155	381	6825	2193	590	859	418	2040	2590
gene-LINF_200019200	LR812953.1	625324	626682	+	1359	1955	35	5134	1861	45	85	226	996	1299
gene-LINF_200019300	LR812953.1	627472	629004	+	1533	2859	577	4708	2641	730	1683	331	1736	1565
gene-LINF_200019400	LR812953.1	631064	633856	+	2793	1615	116	3295	1273	182	291	227	1200	1087
gene-LINF_200019500	LR812953.1	634814	638485	+	3672	5146	103	9479	3520	249	355	676	3424	3201
gene-LINF_200019600	LR812953.1	641000	642022	+	1023	1766	451	2803	1269	718	1278	263	1283	1011
gene-LINF_200019700	LR812953.1	643423	643860	+	438	2496	794	7588	2793	1102	1614	466	1514	3295
gene-LINF_200019800	LR812953.1	644903	646081	+	1179	412	149	1172	443	295	275	92	303	353
gene-LINF_200019900	LR812953.1	647590	648318	-	729	981	0	2050	988	2	1	108	648	510
gene-LINF_200020000	LR812953.1	648954	650726	-	1773	1337	145	3414	1625	187	401	167	847	1167
gene-LINF_200020100	LR812953.1	652036	652338	-	303	384	0	1556	636	0	0	35	248	627
gene-LINF_200020200	LR812953.1	653081	656035	-	2955	1811	303	3394	1353	432	688	240	1186	1002
gene-LINF_200020300	LR812953.1	657002	659899	-	2898	1685	232	3845	1544	335	593	239	1074	1169
gene-LINF_200020400	LR812953.1	660519	663377	-	2859	1661	150	4381	1914	314	391	228	1238	1653
gene-LINF_200020500	LR812953.1	664141	670485	-	6345	2748	255	7353	2727	458	637	515	1741	2632
gene-LINF_200020600	LR812953.1	671686	676677	-	4992	3172	170	7490	2679	266	545	364	1661	2300
gene-LINF_200020700	LR812953.1	677189	679831	-	2643	973	44	2553	860	129	168	161	633	857
gene-LINF_200020750	LR812953.1	680312	680635	-	324	731	17	1389	438	27	53	93	314	430
gene-LINF_200020800	LR812953.1	682740	684566	-	1827	1160	104	2270	811	253	335	141	848	724
gene-LINF_200020900	LR812953.1	685552	686193	-	642	1623	78	3755	1249	98	150	297	1149	1311
gene-LINF_200021000	LR812953.1	687607	688032	-	426	12534	7244	24492	11117	8000	12441	2604	8585	10583
gene-LINF_200021100	LR812953.1	689135	690325	-	1191	1843	233	3646	1329	373	724	224	1267	1269
gene-LINF_200021200	LR812953.1	691219	692169	-	951	2179	562	3296	831	1138	1224	260	1113	1423
gene-LINF_200021300	LR812953.1	693041	696880	-	3840	2208	277	4775	1590	549	759	347	1397	1933
gene-LINF_200021400	LR812953.1	698099	698947	-	849	1563	311	3864	1533	507	801	188	860	1297
gene-LINF_200021500	LR812953.1	699856	700680	-	825	6168	247	8653	2020	572	643	645	3686	2271
gene-LINF_200021600	LR812953.1	701284	703095	-	1812	3060	295	6814	2092	721	945	520	1578	2632
gene-LINF_200021700	LR812953.1	703823	704560	-	738	768	126	1438	497	280	334	110	418	515
gene-LINF_200021800	LR812953.1	705777	707033	-	1257	1867	217	4379	1612	489	572	248	838	1440
gene-LINF_200021900	LR812953.1	707756	708658	-	903	1334	154	2855	1047	252	325	174	732	1168
gene-LINF_200021950	LR812953.1	710894	711217	-	324	675	9	1340	410	22	46	69	294	427
gene-LINF_200022000	LR812953.1	712898	714103	-	1206	2223	164	4131	1257	229	706	293	1294	1404
gene-LINF_200022100	LR812953.1	715186	716376	-	1191	1862	208	4152	1142	334	967	285	1016	1268
gene-LINF_200022200	LR812953.1	718212	719396	-	1185	2223	265	4530	1299	428	1266	359	1093	1310
gene-LINF_200022300	LR812953.1	720111	723167	-	3057	3370	252	7984	2224	691	733	489	1447	2417
gene-LINF_200022400	LR812953.1	723719	724084	-	366	834	237	2083	803	215	282	132	454	827
gene-LINF_200022500	LR812953.1	724564	727584	-	3021	3154	28	8445	2329	94	61	539	1751	2819
gene-LINF_200022700	LR812953.1	729473	730363	-	891	1591	51	4573	1024	86	104	243	808	1309
gene-LINF_210005000	LR812954.1	3493	5583	-	2091	425	1	1111	265	1	0	73	250	327
gene-LINF_210005100	LR812954.1	7848	8150	-	303	5442	1202	4741	2268	1646	4163	701	3213	2315
gene-LINF_210005200	LR812954.1	9134	10171	+	1038	674	3	1956	655	11	12	134	421	499
gene-LINF_210005300	LR812954.1	10715	11035	+	321	632	150	1174	396	262	321	95	397	452
gene-LINF_210005400	LR812954.1	11521	12285	+	765	518	0	1801	912	0	0	98	314	541
gene-LINF_210005500	LR812954.1	12749	13444	+	696	917	0	4281	1048	0	1	130	425	1032
gene-LINF_210005600	LR812954.1	14910	15647	+	738	952	0	1836	558	0	1	110	528	528
gene-LINF_210005700	LR812954.1	16917	17618	+	702	1023	121	3051	1179	191	339	155	494	928
gene-LINF_210005800	LR812954.1	18209	19690	+	1482	893	33	2988	954	117	150	119	481	838
gene-LINF_210005900	LR812954.1	20316	21590	+	1275	1532	204	3272	1045	393	514	185	683	795
gene-LINF_210006000	LR812954.1	22639	23496	+	858	708	25	1953	717	45	77	96	346	564
gene-LINF_210006100	LR812954.1	24367	25740	+	1374	1226	204	2768	964	313	524	151	584	776
gene-LINF_210006200	LR812954.1	27793	28344	+	552	508	84	1372	481	128	371	91	325	408
gene-LINF_210006300	LR812954.1	29291	29746	+	456	831	151	1689	559	240	389	127	413	687
gene-LINF_210006400	LR812954.1	30644	31222	+	579	480	89	1193	344	158	176	69	281	372
gene-LINF_210006500	LR812954.1	31962	36842	+	4881	3758	316	7982	3033	759	1101	452	1781	2948
gene-LINF_210006600	LR812954.1	38202	40631	+	2430	1154	162	3872	1071	495	537	228	643	1934
gene-LINF_210006700	LR812954.1	42768	47903	+	5136	3838	354	6220	1748	668	822	368	2173	1762
gene-LINF_210006800	LR812954.1	50860	52782	+	1923	835	220	2136	713	402	500	145	472	902
gene-LINF_210006900	LR812954.1	53506	54567	+	1062	317	131	1022	356	229	287	59	241	323
gene-LINF_210007000	LR812954.1	55139	57382	+	2244	983	198	2554	990	403	441	163	617	1012
gene-LINF_210007100	LR812954.1	58695	60995	+	2301	1620	409	3371	1155	759	907	284	970	1504
gene-LINF_210007200	LR812954.1	61587	66014	+	4428	1922	331	4435	1908	586	1089	227	1116	1499
gene-LINF_210007300	LR812954.1	67193	69367	+	2175	1395	279	3161	1183	519	669	222	1060	992
gene-LINF_210007400	LR812954.1	70227	73106	+	2880	2083	421	4945	1691	663	1181	313	1432	1672
gene-LINF_210007500	LR812954.1	73820	75424	+	1605	513	102	1380	735	203	271	77	324	520
gene-LINF_210007600	LR812954.1	76069	76533	+	465	406	58	1408	777	82	128	58	266	479
gene-LINF_210007700	LR812954.1	77142	78923	+	1782	742	172	1912	728	265	399	139	534	643
gene-LINF_210007800	LR812954.1	79677	81092	+	1416	3709	1719	6433	1947	4294	5567	567	2801	2426
gene-LINF_210007900	LR812954.1	83719	85134	+	1416	3650	1749	5898	1989	4344	5588	514	2609	2384
gene-LINF_210008000	LR812954.1	87883	89673	+	1791	704	289	1103	517	427	739	101	441	386
gene-LINF_210008100	LR812954.1	90668	94087	+	3420	1233	225	2953	1053	381	646	182	860	953
gene-LINF_210008200	LR812954.1	94786	96420	+	1635	528	214	1270	615	285	532	74	357	426
gene-LINF_210008300	LR812954.1	96983	100294	+	3312	2029	503	4373	1478	804	1273	277	1340	1443
gene-LINF_210008400	LR812954.1	100941	101672	+	732	340	76	1213	522	133	146	59	271	436
gene-LINF_210008500	LR812954.1	102528	103496	+	969	764	45	1577	741	55	58	105	508	645
gene-LINF_210008600	LR812954.1	104394	105107	+	714	403	0	1118	432	0	0	66	279	408
gene-LINF_210008700	LR812954.1	106208	109411	+	3204	2000	633	3459	1339	1020	1689	279	1176	1082
gene-LINF_210008800	LR812954.1	110556	111959	+	1404	5448	2276	7287	2435	3990	4500	1056	3321	3878
gene-LINF_210008900	LR812954.1	113464	113829	+	366	207	24	416	202	36	70	26	156	119
gene-LINF_210009000	LR812954.1	114416	115249	+	834	883	173	1860	767	183	531	128	488	451
gene-LINF_210009100	LR812954.1	115709	117754	+	2046	1158	295	3305	1533	477	565	193	866	1257
gene-LINF_210009200	LR812954.1	118479	119126	+	648	2086	739	3402	1702	864	2176	259	1324	1305
gene-LINF_210009300	LR812954.1	120266	121339	+	1074	1053	160	3282	1196	316	308	204	694	1318
gene-LINF_210009400	LR812954.1	124138	126303	+	2166	1721	647	2558	832	1244	1953	222	1071	683
gene-LINF_210009500	LR812954.1	129130	132873	+	3744	1468	250	2858	912	319	745	196	941	794
gene-LINF_210009600	LR812954.1	133991	136090	+	2100	1766	511	3792	1456	629	1093	257	1086	1127
gene-LINF_210009700	LR812954.1	136894	138138	+	1245	1988	780	1946	704	1733	1525	426	1374	2023
gene-LINF_210009800	LR812954.1	139609	140421	+	813	3593	287	3028	1013	440	1241	364	2187	1084
gene-LINF_210009900	LR812954.1	141856	142623	+	768	629	6	1797	730	11	17	125	374	413
gene-LINF_210010000	LR812954.1	143446	146184	+	2739	2964	38	4421	1511	71	53	407	1412	1511
gene-LINF_210010100	LR812954.1	147626	150664	+	3039	3121	423	5957	2011	685	1378	409	1531	1554
gene-LINF_210010200	LR812954.1	151719	153209	+	1491	641	71	1502	605	80	154	117	304	490
gene-LINF_210010300	LR812954.1	154796	156157	+	1362	5631	1574	9048	3047	2858	4423	717	2703	2768
gene-LINF_210010400	LR812954.1	157680	158324	+	645	608	196	1845	624	232	546	118	372	721
gene-LINF_210010500	LR812954.1	159847	161502	+	1656	1325	239	1969	536	468	654	202	768	842
gene-LINF_210010600	LR812954.1	162216	163559	+	1344	596	104	1917	744	220	242	108	331	618
gene-LINF_210010700	LR812954.1	164449	164567	-	119	0	0	16	4	0	1	1	1	10
gene-LINF_210010800	LR812954.1	164630	164710	-	81	0	0	2	1	0	0	0	0	3
gene-LINF_210010900	LR812954.1	165453	168917	-	3465	1364	259	3365	1689	438	783	200	869	1345
gene-LINF_210011000	LR812954.1	170387	171397	-	1011	2581	1070	4919	1277	2420	2473	550	1638	3659
gene-LINF_210011100	LR812954.1	173417	174601	-	1185	1231	148	3250	1364	231	387	196	721	1346
gene-LINF_210011200	LR812954.1	175732	176022	-	291	366	98	754	301	164	230	51	200	225
gene-LINF_210011300	LR812954.1	177560	178885	-	1326	715	85	1546	549	187	278	123	491	560
gene-LINF_210011400	LR812954.1	179624	181018	-	1395	734	162	1309	584	293	394	93	432	478
gene-LINF_210011500	LR812954.1	182256	183422	-	1167	879	32	1970	713	68	100	110	488	634
gene-LINF_210011600	LR812954.1	184531	186141	-	1611	722	128	2001	615	235	245	110	417	691
gene-LINF_210011700	LR812954.1	187033	189126	-	2094	1251	249	2410	613	485	560	173	616	1050
gene-LINF_210011800	LR812954.1	189985	192345	-	2361	743	148	1842	444	355	440	136	379	847
gene-LINF_210011900	LR812954.1	193048	195330	-	2283	759	198	2099	595	456	620	136	472	1067
gene-LINF_210012000	LR812954.1	197361	199130	-	1770	1791	287	4996	1952	668	837	211	979	1500
gene-LINF_210012100	LR812954.1	200141	202060	-	1920	623	56	1529	553	120	107	100	317	565
gene-LINF_210012200	LR812954.1	203548	204531	-	984	595	152	1510	498	289	359	84	276	502
gene-LINF_210012300	LR812954.1	205833	206843	-	1011	638	53	1333	436	71	268	85	320	319
gene-LINF_210012400	LR812954.1	207982	209274	-	1293	784	141	1752	641	366	341	124	396	674
gene-LINF_210012500	LR812954.1	210156	210602	-	447	355	46	1296	469	105	125	61	214	428
gene-LINF_210012600	LR812954.1	214280	216145	-	1866	649	142	1063	295	406	513	82	320	293
gene-LINF_210012700	LR812954.1	217711	219690	-	1980	5116	1198	7636	2141	2914	2508	745	2432	3791
gene-LINF_210012800	LR812954.1	221786	222718	-	933	1529	194	4835	1562	422	592	255	917	1621
gene-LINF_210012900	LR812954.1	230093	231238	+	1146	1589	208	5055	1999	570	326	231	1039	1171
gene-LINF_210013000	LR812954.1	231661	231978	+	318	6978	11074	11530	4924	9233	14945	1608	4401	5410
