Geneid	Chr	Start	End	Strand	Length	../hyb2/mark_duplicates/hyb2.sorted.markdup.bam	../tar3/mark_duplicates/tar3.sorted.markdup.bam	../hyb1/mark_duplicates/hyb1.sorted.markdup.bam	../tar2/mark_duplicates/tar2.sorted.markdup.bam	../hyb3/mark_duplicates/hyb3.sorted.markdup.bam	../tar1/mark_duplicates/tar1.sorted.markdup.bam
gene-LtaPh_1012631	BLBS01000012.1	181764	182156	-	393	12144	18028	23301	9966	3349	29924
gene-LtaPh_1012661	BLBS01000012.1	181801	182196	+	396	136	253	320	126	43	366
gene-LtaPh_1012700	BLBS01000012.1	182760	186224	-	3465	651	2374	1068	1520	125	5549
gene-LtaPh_1012751	BLBS01000012.1	187327	187902	+	576	1	5	4	1	0	9
gene-LtaPh_1012800	BLBS01000012.1	187360	188076	-	717	1143	4386	1911	1726	368	4106
gene-LtaPh_1012851	BLBS01000012.1	187394	188185	-	792	1017	3914	1645	1472	319	3486
gene-LtaPh_1012900	BLBS01000012.1	188721	192491	-	3771	696	2195	1276	1596	127	4806
gene-LtaPh_1013000	BLBS01000012.1	195080	195706	-	627	598	2066	1113	1481	109	4598
gene-LtaPh_1013100	BLBS01000012.1	197458	198057	-	600	483	2031	825	1543	117	3382
gene-LtaPh_1013200	BLBS01000012.1	198837	204605	-	5769	1011	3609	1703	2889	140	7808
gene-LtaPh_1013251	BLBS01000012.1	203413	204417	-	1005	180	551	231	407	20	1124
gene-LtaPh_1013300	BLBS01000012.1	207270	211049	-	3780	922	4138	1547	2545	121	6647
gene-LtaPh_1013500	BLBS01000012.1	214118	215719	-	1602	529	2050	834	1460	92	3471
gene-LtaPh_1013561	BLBS01000012.1	224398	224940	-	543	12292	18130	23486	10274	3340	29832
gene-LtaPh_1013621	BLBS01000012.1	224425	224820	+	396	112	222	320	147	40	342
gene-LtaPh_1013700	BLBS01000012.1	225232	225555	-	324	105	250	140	158	26	466
gene-LtaPh_1013751	BLBS01000012.1	225258	225560	-	303	103	256	145	153	26	478
gene-LtaPh_1013800	BLBS01000012.1	227508	228533	-	1026	665	1619	876	927	161	2279
gene-LtaPh_1013900	BLBS01000012.1	229665	230852	-	1188	273	902	372	561	44	1835
gene-LtaPh_1014000	BLBS01000012.1	232633	234069	-	1437	338	2497	742	1785	105	4343
gene-LtaPh_1014100	BLBS01000012.1	235443	238625	-	3183	487	1923	792	1124	64	3125
gene-LtaPh_1014200	BLBS01000012.1	239057	239884	-	828	154	671	233	456	31	1045
gene-LtaPh_1014300	BLBS01000012.1	240420	241391	-	972	261	1066	391	597	57	1780
gene-LtaPh_1014400	BLBS01000012.1	242079	243860	-	1782	244	1515	428	662	78	2147
gene-LtaPh_1014600	BLBS01000012.1	246091	248439	-	2349	672	2642	1072	1785	128	5069
gene-LtaPh_1014700	BLBS01000012.1	252499	253032	-	534	288	1016	416	608	49	1595
gene-LtaPh_1014800	BLBS01000012.1	254635	256128	-	1494	278	939	416	605	51	1706
gene-LtaPh_1014900	BLBS01000012.1	256824	257126	-	303	173	680	279	463	39	905
gene-LtaPh_1015000	BLBS01000012.1	258336	259901	-	1566	1041	2666	1485	2128	243	5304
gene-LtaPh_1015100	BLBS01000012.1	260964	261701	-	738	238	929	415	516	61	1440
gene-LtaPh_1015200	BLBS01000012.1	262507	267087	-	4581	820	4366	1488	2085	165	5191
gene-LtaPh_1015300	BLBS01000012.1	269203	270285	-	1083	239	1070	565	483	42	1874
gene-LtaPh_1015400	BLBS01000012.1	271366	272808	-	1443	499	1966	1132	1234	123	4254
gene-LtaPh_1015500	BLBS01000012.1	275128	275778	-	651	540	1879	986	1330	104	3969
gene-LtaPh_1015600	BLBS01000012.1	278011	278328	-	318	168	482	373	290	28	978
gene-LtaPh_1015700	BLBS01000012.1	280245	280676	-	432	145	518	261	252	24	888
gene-LtaPh_1015800	BLBS01000012.1	282682	283875	-	1194	612	1527	1197	982	102	3458
gene-LtaPh_1015900	BLBS01000012.1	285070	286182	-	1113	231	1022	502	472	60	1814
gene-LtaPh_1016000	BLBS01000012.1	287063	290386	-	3324	601	3241	1104	1298	156	3690
gene-LtaPh_1016100	BLBS01000012.1	291747	293450	-	1704	380	2327	832	926	123	3230
gene-LtaPh_1016151	BLBS01000012.1	293927	294121	-	195	132	490	198	278	34	897
gene-LtaPh_1016200	BLBS01000012.1	294461	295393	-	933	403	2208	713	1112	79	2850
gene-LtaPh_1016300	BLBS01000012.1	296036	296437	-	402	290	1111	598	756	80	1596
gene-LtaPh_1016400	BLBS01000012.1	298900	299637	-	738	223	916	265	474	59	822
gene-LtaPh_1016500	BLBS01000012.1	300769	301536	+	768	229	762	306	497	50	1322
gene-LtaPh_1016600	BLBS01000012.1	302277	303263	+	987	269	1188	517	1494	67	3509
gene-LtaPh_1016700	BLBS01000012.1	304929	305894	+	966	379	1595	712	1032	90	3457
gene-LtaPh_2910900	BLBS01000012.1	306061	306255	+	195	98	489	182	255	30	851
gene-LtaPh_1016800	BLBS01000012.1	307704	308660	+	957	334	1479	640	931	69	2946
gene-LtaPh_1016900	BLBS01000012.1	312592	312717	+	126	32	149	67	76	7	225
gene-LtaPh_1017000	BLBS01000012.1	313740	314690	+	951	729	2131	1401	1621	136	5443
gene-LtaPh_1017100	BLBS01000012.1	317112	318047	+	936	179	1316	399	702	39	2295
gene-LtaPh_1017131	BLBS01000012.1	320114	321595	+	1482	556	2149	882	1117	117	3098
gene-LtaPh_1017161	BLBS01000012.1	323557	325542	+	1986	202	547	369	397	32	5712
gene-LtaPh_1017191	BLBS01000012.1	328075	329709	+	1635	397	2658	696	1509	99	4457
gene-LtaPh_1100100	BLBS01000013.1	449	1306	+	858	290	554	452	218	68	636
gene-LtaPh_1100200	BLBS01000013.1	1639	2832	+	1194	498	1404	796	597	151	1543
gene-LtaPh_1100300	BLBS01000013.1	3338	4261	+	924	776	989	1472	542	154	1874
gene-LtaPh_1100400	BLBS01000013.1	4695	5831	+	1137	610	1429	1284	1055	145	1921
gene-LtaPh_1100500	BLBS01000013.1	6436	9312	+	2877	841	2295	1693	891	257	2373
gene-LtaPh_1100600	BLBS01000013.1	9566	13693	+	4128	1367	2725	2962	1378	308	4176
gene-LtaPh_1100701	BLBS01000013.1	14021	14359	-	339	0	0	1	0	0	0
gene-LtaPh_1100800	BLBS01000013.1	20025	20390	-	366	0	0	0	1	0	0
gene-LtaPh_1100900	BLBS01000013.1	20966	21616	+	651	654	1771	1294	888	137	2472
gene-LtaPh_1101000	BLBS01000013.1	22329	24329	+	2001	533	1402	1477	662	148	2294
gene-LtaPh_1101100	BLBS01000013.1	25269	26693	+	1425	2094	5546	3160	2308	567	5821
gene-LtaPh_1101200	BLBS01000013.1	28167	29360	+	1194	421	971	840	568	113	1490
gene-LtaPh_1101300	BLBS01000013.1	30339	30908	+	570	458	670	638	409	87	1413
gene-LtaPh_1101400	BLBS01000013.1	32943	33782	+	840	386	876	692	513	98	1273
gene-LtaPh_1101500	BLBS01000013.1	34747	35625	+	879	546	1191	983	745	102	2053
gene-LtaPh_1101601	BLBS01000013.1	39750	40133	-	384	0	1	3	1	0	2
gene-LtaPh_1101700	BLBS01000013.1	41290	44376	+	3087	1013	2697	1906	1354	203	3825
gene-LtaPh_1101800	BLBS01000013.1	44755	47121	+	2367	579	1539	1088	872	127	2441
gene-LtaPh_1101900	BLBS01000013.1	47661	48251	+	591	681	1406	1103	1041	202	2349
gene-LtaPh_1102000	BLBS01000013.1	48933	50903	+	1971	623	1627	1097	1016	151	2251
gene-LtaPh_1102100	BLBS01000013.1	51676	52230	+	555	188	373	397	249	51	626
gene-LtaPh_1102200	BLBS01000013.1	53102	54433	+	1332	955	2165	1614	1403	213	3884
gene-LtaPh_1102351	BLBS01000013.1	58097	58441	+	345	222	330	301	316	53	650
gene-LtaPh_1102500	BLBS01000013.1	58890	60650	+	1761	574	1198	691	944	168	2045
gene-LtaPh_1102531	BLBS01000013.1	61755	62099	+	345	245	463	414	418	71	994
gene-LtaPh_1102561	BLBS01000013.1	62548	64308	+	1761	539	1277	780	1006	137	2034
gene-LtaPh_1102600	BLBS01000013.1	65183	65929	+	747	982	1709	1746	1220	248	2785
gene-LtaPh_1102800	BLBS01000013.1	67331	70219	+	2889	706	955	1200	551	105	1777
gene-LtaPh_1102900	BLBS01000013.1	71906	73687	+	1782	382	627	653	433	58	1278
gene-LtaPh_1102951	BLBS01000013.1	74347	75720	-	1374	0	0	0	1	0	1
gene-LtaPh_1103000	BLBS01000013.1	74365	75648	+	1284	265	464	425	321	42	942
gene-LtaPh_1103100	BLBS01000013.1	78610	78852	+	243	106	210	175	116	15	332
gene-LtaPh_1103200	BLBS01000013.1	80644	81279	+	636	157	363	254	277	47	566
gene-LtaPh_1103300	BLBS01000013.1	82061	82873	+	813	299	600	429	479	56	846
gene-LtaPh_1103400	BLBS01000013.1	83322	89390	+	6069	1605	3054	2655	2128	304	6592
gene-LtaPh_1103501	BLBS01000013.1	93910	98601	+	4692	1470	4324	2066	1919	375	5447
gene-LtaPh_1103600	BLBS01000013.1	100694	104359	+	3666	981	2639	1418	1369	197	4105
gene-LtaPh_1103700	BLBS01000013.1	106213	107706	+	1494	222	552	414	435	58	1027
gene-LtaPh_1103800	BLBS01000013.1	108208	109356	+	1149	2541	4243	4486	3121	605	9621
gene-LtaPh_1103900	BLBS01000013.1	111070	112575	+	1506	599	1426	939	1034	151	2628
gene-LtaPh_1104000	BLBS01000013.1	113889	115916	+	2028	918	1906	1684	1163	233	3008
gene-LtaPh_1104100	BLBS01000013.1	117712	119793	+	2082	568	1702	795	783	116	2226
gene-LtaPh_1614700	BLBS01000013.1	120273	121133	+	861	315	1025	501	453	73	1385
gene-LtaPh_1104200	BLBS01000013.1	122522	124231	+	1710	869	1467	1505	1149	184	3226
gene-LtaPh_1104300	BLBS01000013.1	124514	124732	+	219	185	291	316	236	40	701
gene-LtaPh_1104400	BLBS01000013.1	127541	131524	+	3984	1811	4815	2866	3057	372	8170
gene-LtaPh_1104500	BLBS01000013.1	133342	135882	+	2541	2354	7730	5052	3948	515	12128
gene-LtaPh_1104600	BLBS01000013.1	137181	139505	+	2325	686	1538	1190	1141	172	3585
gene-LtaPh_1104700	BLBS01000013.1	140409	142964	+	2556	868	2050	1514	1284	163	3300
gene-LtaPh_1104900	BLBS01000013.1	146799	147305	+	507	158	452	233	245	41	907
gene-LtaPh_1105000	BLBS01000013.1	149902	151191	+	1290	308	823	472	538	91	1356
gene-LtaPh_1105100	BLBS01000013.1	151821	154058	+	2238	1312	4945	2656	2299	349	5738
gene-LtaPh_1105200	BLBS01000013.1	165136	168318	+	3183	1544	5870	3235	2444	394	5988
gene-LtaPh_1105300	BLBS01000013.1	169275	170498	+	1224	339	979	794	377	93	1269
gene-LtaPh_1105351	BLBS01000013.1	171085	171438	-	354	2	0	1	0	0	0
gene-LtaPh_1105400	BLBS01000013.1	171109	171507	+	399	470	1064	881	713	104	1988
gene-LtaPh_1105500	BLBS01000013.1	175234	176250	+	1017	500	513	924	367	99	1148
gene-LtaPh_1105600	BLBS01000013.1	179896	181614	+	1719	1223	4082	2197	1910	293	5952
gene-LtaPh_1105700	BLBS01000013.1	182654	185446	+	2793	635	1769	1467	895	149	2697
gene-LtaPh_1105800	BLBS01000013.1	186284	188224	+	1941	748	1689	1354	669	208	1792
gene-LtaPh_1105900	BLBS01000013.1	189796	191439	+	1644	564	2088	820	861	136	3957
gene-LtaPh_1106000	BLBS01000013.1	196982	200737	+	3756	2243	5903	3650	3230	468	6482
gene-LtaPh_1106100	BLBS01000013.1	204651	205079	+	429	339	578	569	351	77	1295
gene-LtaPh_1106200	BLBS01000013.1	208861	209850	+	990	393	1095	732	607	111	1657
gene-LtaPh_1106300	BLBS01000013.1	211970	213748	+	1779	1414	2932	2368	2204	268	5454
gene-LtaPh_1106400	BLBS01000013.1	223559	226957	+	3399	113	94	185	89	50	321
gene-LtaPh_1106441	BLBS01000013.1	230532	231455	-	924	0	1	1	0	0	0
gene-LtaPh_1106481	BLBS01000013.1	230616	231443	+	828	516	571	727	305	104	927
gene-LtaPh_1106521	BLBS01000013.1	233834	235456	+	1623	714	972	1045	784	157	1951
gene-LtaPh_1106561	BLBS01000013.1	234449	235453	-	1005	1	0	3	0	0	1
gene-LtaPh_1106600	BLBS01000013.1	237766	243576	+	5811	1417	3108	1898	1922	232	5065
gene-LtaPh_1106700	BLBS01000013.1	245547	247472	+	1926	1486	1978	2121	1152	223	3692
gene-LtaPh_1106800	BLBS01000013.1	251044	253005	+	1962	4792	12601	6773	3484	977	12655
gene-LtaPh_1106901	BLBS01000013.1	255187	257055	+	1869	1235	2217	1963	2009	243	7801
gene-LtaPh_1107000	BLBS01000013.1	264600	265280	+	681	650	872	1006	671	151	1946
gene-LtaPh_1107100	BLBS01000013.1	267159	267764	+	606	476	806	687	794	116	1751
gene-LtaPh_1107200	BLBS01000013.1	270056	271726	+	1671	871	2332	1302	1335	262	4011
gene-LtaPh_1107300	BLBS01000013.1	274738	276537	+	1800	1675	2549	2065	2330	465	6219
gene-LtaPh_1107400	BLBS01000013.1	279130	283236	+	4107	1578	4292	2733	2572	381	7272
gene-LtaPh_1107500	BLBS01000013.1	284029	285360	+	1332	1106	1401	2168	1413	206	4779
gene-LtaPh_1107600	BLBS01000013.1	287297	287911	+	615	584	1153	1031	860	120	2598
gene-LtaPh_1107700	BLBS01000013.1	294526	295239	+	714	531	1143	948	823	142	2416
gene-LtaPh_1107800	BLBS01000013.1	296681	297334	+	654	254	582	373	472	57	924
gene-LtaPh_1107900	BLBS01000013.1	298024	300963	+	2940	1010	2169	1724	1634	218	4942
gene-LtaPh_1108100	BLBS01000013.1	311522	315736	+	4215	3700	6093	6085	4499	728	12027
gene-LtaPh_1108200	BLBS01000013.1	320528	321988	+	1461	2078	1193	5180	620	455	2147
gene-LtaPh_1108300	BLBS01000013.1	324680	326491	+	1812	446	1635	749	787	148	2367
gene-LtaPh_1108401	BLBS01000013.1	326263	330123	+	3861	1193	4142	2107	1902	331	5229
gene-LtaPh_1108500	BLBS01000013.1	345253	346227	+	975	749	1360	1512	1490	173	4355
gene-LtaPh_1108700	BLBS01000013.1	350735	353767	+	3033	1693	3259	3632	2426	415	7333
gene-LtaPh_1108800	BLBS01000013.1	355210	355779	+	570	788	3019	1656	1398	206	4127
gene-LtaPh_1108900	BLBS01000013.1	357596	362224	+	4629	1612	4427	2835	1944	376	6530
gene-LtaPh_1109000	BLBS01000013.1	362952	364724	+	1773	418	1102	744	518	123	1296
gene-LtaPh_1109200	BLBS01000013.1	367611	368957	+	1347	600	1055	970	807	173	1710
gene-LtaPh_1109300	BLBS01000013.1	370156	374478	+	4323	1466	4047	3212	1515	319	5542
gene-LtaPh_1109400	BLBS01000013.1	378141	379685	+	1545	781	2345	1623	934	196	3036
gene-LtaPh_1109500	BLBS01000013.1	384252	386264	+	2013	469	1317	1085	674	138	2595
gene-LtaPh_1109600	BLBS01000013.1	388061	391033	+	2973	527	1629	939	637	148	1665
gene-LtaPh_1109700	BLBS01000013.1	393232	395976	+	2745	2084	5577	3326	2349	489	5830
gene-LtaPh_1109800	BLBS01000013.1	398081	400165	+	2085	696	1983	1415	801	184	2396
gene-LtaPh_1109900	BLBS01000013.1	404638	410238	+	5601	757	1578	1447	890	134	2577
gene-LtaPh_1110000	BLBS01000013.1	411167	412216	+	1050	1640	4430	2495	2276	518	5150
gene-LtaPh_1110100	BLBS01000013.1	422279	425038	+	2760	267	112	255	66	36	189
gene-LtaPh_1110200	BLBS01000013.1	429383	430843	+	1461	2326	4517	3326	3326	507	7070
gene-LtaPh_1110300	BLBS01000013.1	435010	436902	+	1893	1007	1551	1771	1026	159	3173
gene-LtaPh_1110400	BLBS01000013.1	439722	441116	+	1395	364	445	573	383	74	784
gene-LtaPh_1110500	BLBS01000013.1	443965	445407	+	1443	911	1338	1212	1105	215	2667
gene-LtaPh_1110600	BLBS01000013.1	448244	448687	+	444	3960	12448	6117	11149	1324	16410
gene-LtaPh_1111500	BLBS01000013.1	449947	450960	+	1014	793	1527	1147	1292	178	2631
gene-LtaPh_1111101	BLBS01000013.1	451998	452441	+	444	3980	12871	6128	11120	1384	16764
gene-LtaPh_1110700	BLBS01000013.1	453923	457465	+	3543	1891	4014	2738	2643	356	6501
gene-LtaPh_1110800	BLBS01000013.1	459465	462182	+	2718	2262	7969	4141	3619	581	9427
gene-LtaPh_1110900	BLBS01000013.1	463998	465464	+	1467	715	1971	1119	1356	204	2794
gene-LtaPh_1111000	BLBS01000013.1	468440	468832	+	393	3555	10110	4944	9064	1233	11605
gene-LtaPh_1111100	BLBS01000013.1	470734	472794	+	2061	1046	2013	1763	1616	273	3892
gene-LtaPh_1111200	BLBS01000013.1	474175	474726	+	552	1931	3982	2988	2719	404	5967
gene-LtaPh_1111401	BLBS01000013.1	484203	489944	+	5742	1718	2254	3325	1184	308	3850
gene-LtaPh_1111601	BLBS01000013.1	493299	498584	+	5286	768	835	1308	533	194	1517
gene-LtaPh_1111800	BLBS01000013.1	503840	504844	+	1005	747	1872	1514	1174	233	2875
gene-LtaPh_1111900	BLBS01000013.1	506667	512486	+	5820	1782	1941	3560	1657	346	6069
gene-LtaPh_1112000	BLBS01000013.1	515243	515803	+	561	794	1516	1449	1378	226	2006
gene-LtaPh_1112100	BLBS01000013.1	516728	517936	+	1209	1116	1686	1894	1311	257	2813
gene-LtaPh_1112200	BLBS01000013.1	518809	520143	+	1335	545	1105	789	670	121	1625
gene-LtaPh_1112300	BLBS01000013.1	521342	526663	+	5322	2565	5480	5074	3143	605	9710
gene-LtaPh_1112400	BLBS01000013.1	527658	529568	+	1911	483	1128	840	953	108	2944
gene-LtaPh_1112500	BLBS01000013.1	531565	532284	+	720	854	1514	1701	1011	234	2945
gene-LtaPh_1112600	BLBS01000013.1	533041	534417	+	1377	1086	2609	2166	1975	317	5362
gene-LtaPh_1112700	BLBS01000013.1	536518	538374	+	1857	848	2473	1694	1448	227	3824
gene-LtaPh_1112900	BLBS01000013.1	543206	544090	+	885	1843	2350	3844	1189	337	4480
gene-LtaPh_0810200	BLBS01000014.1	8252	8446	-	195	34	95	63	17	8	58
gene-LtaPh_1200100	BLBS01000014.1	14655	15569	+	915	237	1267	432	770	76	1779
gene-LtaPh_1200200	BLBS01000014.1	15977	16624	+	648	189	981	389	632	59	1336
gene-LtaPh_1200300	BLBS01000014.1	17015	17866	+	852	743	3668	1489	2277	257	5219
gene-LtaPh_1200400	BLBS01000014.1	18390	19892	+	1503	502	2722	1018	1283	160	3646
gene-LtaPh_1200500	BLBS01000014.1	20484	20807	+	324	180	884	308	554	50	1186
gene-LtaPh_1200600	BLBS01000014.1	21085	22467	+	1383	589	2561	1139	1277	137	3853
gene-LtaPh_1200700	BLBS01000014.1	23257	23835	+	579	569	1334	1098	1626	165	3742
gene-LtaPh_1200800	BLBS01000014.1	24730	26466	+	1737	371	1790	897	781	103	2651
gene-LtaPh_1201000	BLBS01000014.1	27963	28580	+	618	244	1068	399	551	90	1398
gene-LtaPh_1201100	BLBS01000014.1	28981	30627	+	1647	253	1296	431	526	72	1550
gene-LtaPh_1201200	BLBS01000014.1	35870	36751	+	882	217	613	446	405	49	1382
gene-LtaPh_1201300	BLBS01000014.1	38452	41136	+	2685	326	1901	594	863	70	3083
gene-LtaPh_1201400	BLBS01000014.1	42022	46146	+	4125	499	2879	931	1250	105	3562
gene-LtaPh_1201500	BLBS01000014.1	50104	51846	+	1743	328	1533	527	694	70	2414
gene-LtaPh_1201600	BLBS01000014.1	54611	55993	+	1383	246	1319	419	887	74	1622
gene-LtaPh_1201700	BLBS01000014.1	57602	61300	+	3699	882	4460	1324	2170	210	5604
gene-LtaPh_1201800	BLBS01000014.1	63390	63662	+	273	55	280	87	147	21	269
gene-LtaPh_1201900	BLBS01000014.1	64847	66682	+	1836	297	1183	513	906	53	2081
gene-LtaPh_1202000	BLBS01000014.1	67539	70289	+	2751	615	2608	863	1319	128	3524
gene-LtaPh_1202100	BLBS01000014.1	71198	76096	+	4899	791	3634	1175	1849	129	4768
gene-LtaPh_1202151	BLBS01000014.1	77075	77356	+	282	109	657	174	299	41	597
gene-LtaPh_1202200	BLBS01000014.1	79116	82409	+	3294	510	2505	701	1345	73	3353
gene-LtaPh_1202300	BLBS01000014.1	84090	85325	+	1236	526	1994	821	1312	111	3219
gene-LtaPh_1202400	BLBS01000014.1	86287	87174	+	888	406	1202	726	1026	106	2950
gene-LtaPh_1202500	BLBS01000014.1	88473	93131	+	4659	648	3107	940	1727	145	4078
gene-LtaPh_1202600	BLBS01000014.1	93654	95711	+	2058	386	1722	583	1090	77	3172
gene-LtaPh_1202700	BLBS01000014.1	98428	100776	+	2349	2295	9441	3336	4292	593	14869
gene-LtaPh_1202800	BLBS01000014.1	103917	112586	+	8670	1169	6642	1613	3423	237	8463
gene-LtaPh_1202900	BLBS01000014.1	112900	115041	+	2142	374	1600	546	1172	93	2684
gene-LtaPh_1203000	BLBS01000014.1	116088	118286	+	2199	1633	7892	2531	2526	383	6905
gene-LtaPh_1203031	BLBS01000014.1	121980	122261	+	282	119	574	211	293	27	568
gene-LtaPh_1203061	BLBS01000014.1	123176	128155	+	4980	810	3886	1274	2187	168	6349
gene-LtaPh_1203100	BLBS01000014.1	127960	134310	+	6351	1289	6187	2212	3337	331	9504
gene-LtaPh_1203200	BLBS01000014.1	134817	136727	+	1911	396	2068	629	1117	108	2786
gene-LtaPh_1203300	BLBS01000014.1	138003	147446	+	9444	1295	6120	2133	3404	289	11344
gene-LtaPh_1203400	BLBS01000014.1	148322	152287	+	3966	682	3247	1018	1715	190	4647
gene-LtaPh_1203500	BLBS01000014.1	153846	160115	+	6270	1740	7977	3120	3768	332	11608
gene-LtaPh_1203600	BLBS01000014.1	162560	164227	+	1668	924	4171	1441	2231	197	6352
gene-LtaPh_1203700	BLBS01000014.1	166110	167222	+	1113	556	1493	1105	930	118	2889
gene-LtaPh_1203800	BLBS01000014.1	168908	169858	+	951	162	733	327	720	53	1296
gene-LtaPh_1204000	BLBS01000014.1	181074	182285	+	1212	451	1386	712	804	113	2377
gene-LtaPh_1204100	BLBS01000014.1	183449	184594	+	1146	4532	5056	6145	1876	660	4516
gene-LtaPh_1204200	BLBS01000014.1	186749	187969	-	1221	128	525	191	246	25	621
gene-LtaPh_1204400	BLBS01000014.1	192335	194425	-	2091	419	1409	611	1034	85	2292
gene-LtaPh_1204500	BLBS01000014.1	195405	197843	-	2439	262	1129	486	921	54	2126
gene-LtaPh_1204600	BLBS01000014.1	198885	202358	-	3474	1261	4200	1799	4227	222	10594
gene-LtaPh_1204700	BLBS01000014.1	207422	209428	-	2007	141	232	228	118	6	319
gene-LtaPh_1204800	BLBS01000014.1	220182	222557	-	2376	269	594	416	241	41	662
gene-LtaPh_1204900	BLBS01000014.1	230398	232158	-	1761	14	64	27	16	3	80
gene-LtaPh_1205100	BLBS01000014.1	251480	252352	-	873	1	34	17	10	3	48
gene-LtaPh_1205200	BLBS01000014.1	259962	264203	-	4242	127	520	170	174	19	537
gene-LtaPh_1205300	BLBS01000014.1	280009	282978	-	2970	276	1756	503	585	83	2031
gene-LtaPh_3408500	BLBS01000014.1	292842	293255	+	414	322	1374	732	796	117	2443
gene-LtaPh_1205500	BLBS01000014.1	293650	295614	+	1965	2064	4912	3828	2679	509	9144
gene-LtaPh_1205600	BLBS01000014.1	296623	297126	+	504	102	381	245	186	35	556
gene-LtaPh_1205700	BLBS01000014.1	300002	302455	+	2454	298	1848	640	588	76	2030
gene-LtaPh_1205800	BLBS01000014.1	305776	309867	+	4092	641	2949	1252	1252	144	3976
gene-LtaPh_1205900	BLBS01000014.1	310809	318035	+	7227	1027	4031	1902	1792	198	5161
gene-LtaPh_1206001	BLBS01000014.1	321965	327655	+	5691	530	1931	1016	874	104	2393
gene-LtaPh_1206100	BLBS01000014.1	332521	336072	+	3552	365	1142	713	492	86	1420
gene-LtaPh_1206200	BLBS01000014.1	337790	339346	+	1557	407	1664	667	1083	78	3016
gene-LtaPh_1206300	BLBS01000014.1	340771	343896	+	3126	329	1664	506	792	77	2253
gene-LtaPh_1206400	BLBS01000014.1	345272	349471	+	4200	538	3117	825	1317	112	3891
gene-LtaPh_1206500	BLBS01000014.1	350774	352267	+	1494	913	2640	1470	2715	246	6980
gene-LtaPh_1206600	BLBS01000014.1	354394	356622	+	2229	203	1311	288	662	47	1795
gene-LtaPh_1206700	BLBS01000014.1	359437	361251	+	1815	451	1161	844	806	74	2174
gene-LtaPh_1206800	BLBS01000014.1	363576	366482	+	2907	662	2699	991	1553	139	3912
gene-LtaPh_1206900	BLBS01000014.1	371837	372868	+	1032	1309	5931	1970	3702	337	8342
gene-LtaPh_1207000	BLBS01000014.1	375507	376757	+	1251	891	2484	1417	1656	173	5075
gene-LtaPh_1207100	BLBS01000014.1	378037	378537	+	501	159	681	218	550	36	1270
gene-LtaPh_1207200	BLBS01000014.1	379511	382054	+	2544	829	2165	1384	1684	142	4983
gene-LtaPh_1207251	BLBS01000014.1	383133	383726	+	594	373	929	652	521	61	1782
gene-LtaPh_1207300	BLBS01000014.1	383173	383739	+	567	377	932	658	525	61	1782
gene-LtaPh_1207411	BLBS01000014.1	389274	389393	+	120	10	58	22	16	1	93
gene-LtaPh_1207521	BLBS01000014.1	394647	394766	+	120	13	48	27	19	5	88
gene-LtaPh_1207631	BLBS01000014.1	399393	399635	-	243	0	0	0	0	0	0
gene-LtaPh_1207741	BLBS01000014.1	401730	403049	+	1320	280	1076	497	501	72	1518
gene-LtaPh_1207851	BLBS01000014.1	411207	411392	-	186	0	0	0	0	0	0
gene-LtaPh_1207961	BLBS01000014.1	411280	416184	+	4905	438	3034	806	1264	129	3540
gene-LtaPh_1208071	BLBS01000014.1	445805	445924	+	120	14	26	17	10	3	62
gene-LtaPh_2925900	BLBS01000014.1	446405	448129	+	1725	944	2675	1676	1296	224	4441
gene-LtaPh_1208181	BLBS01000014.1	451871	453190	+	1320	263	975	480	462	73	1528
gene-LtaPh_1208291	BLBS01000014.1	464257	464442	-	186	0	0	0	0	0	0
gene-LtaPh_1208401	BLBS01000015.1	28	1866	+	1839	64	225	110	97	13	293
gene-LtaPh_1208511	BLBS01000015.1	14192	15286	+	1095	185	1037	396	352	64	1194
gene-LtaPh_1208621	BLBS01000015.1	23118	23237	+	120	6	15	13	4	5	26
gene-LtaPh_1208731	BLBS01000015.1	44926	48846	+	3921	1563	6655	2714	3199	342	9582
gene-LtaPh_1209300	BLBS01000015.1	54272	55426	+	1155	666	1095	1165	779	203	2724
gene-LtaPh_1209400	BLBS01000015.1	59835	61904	+	2070	66	282	132	124	9	371
gene-LtaPh_1209551	BLBS01000016.1	4884	7370	+	2487	97	329	167	130	13	465
gene-LtaPh_1209700	BLBS01000016.1	32875	35721	+	2847	740	3852	1338	1942	183	5485
gene-LtaPh_1209800	BLBS01000016.1	37932	40124	+	2193	441	2418	790	1376	89	3540
gene-LtaPh_1209900	BLBS01000016.1	42886	45495	+	2610	538	2718	1034	1659	151	4365
