Geneid	Chr	Start	End	Strand	Length	hyb3/mark_duplicates/hyb3.sorted.markdup.bam	tar1/mark_duplicates/tar1.sorted.markdup.bam	inf3/mark_duplicates/inf3.sorted.markdup.bam	hyb2/mark_duplicates/hyb2.sorted.markdup.bam	tar2/mark_duplicates/tar2.sorted.markdup.bam	tar3/mark_duplicates/tar3.sorted.markdup.bam	hyb1/mark_duplicates/hyb1.sorted.markdup.bam	inf1/mark_duplicates/inf1.sorted.markdup.bam	inf2/mark_duplicates/inf2.sorted.markdup.bam
gene-LtaPh_2711800	BLBS01000037.1	512677	515106	-	2430	235	6773	0	1430	2187	2744	2455	1	0
gene-LtaPh_2711900	BLBS01000037.1	518556	519779	-	1224	115	4750	0	780	1764	1812	1307	2	0
gene-LtaPh_2712000	BLBS01000037.1	521669	523168	-	1500	136	2586	0	568	928	1530	1068	2	0
gene-LtaPh_2712100	BLBS01000037.1	523999	526998	-	3000	166	2862	0	826	852	1767	1497	2	0
gene-LtaPh_2712200	BLBS01000037.1	527735	528475	-	741	76	1155	1	255	480	833	459	3	0
gene-LtaPh_2712300	BLBS01000037.1	531790	533052	-	1263	109	2444	0	577	773	1208	1015	2	0
gene-LtaPh_2712400	BLBS01000037.1	539663	540904	-	1242	105	2304	0	523	923	1447	795	1	0
gene-LtaPh_2712500	BLBS01000037.1	544510	546516	-	2007	202	4131	0	904	1514	2339	1743	0	0
gene-LtaPh_2712600	BLBS01000037.1	548988	550229	-	1242	183	4564	0	987	1372	2152	2073	2	0
gene-LtaPh_2712700	BLBS01000037.1	551770	553326	-	1557	134	2708	0	591	747	1514	1262	2	0
gene-LtaPh_2712901	BLBS01000037.1	555516	555749	-	234	1	31	0	1	0	1	7	0	0
gene-LtaPh_2713100	BLBS01000037.1	560763	561728	-	966	175	2718	0	663	1000	2577	1259	7	0
gene-LtaPh_2713200	BLBS01000037.1	562991	564580	-	1590	689	8486	0	2164	3596	7449	3987	7	0
gene-LtaPh_2713300	BLBS01000037.1	565290	567122	-	1833	182	1703	0	731	775	1611	1140	3	0
gene-LtaPh_2713351	BLBS01000037.1	566938	567291	-	354	0	5	0	8	5	3	5	0	0
gene-LtaPh_2713400	BLBS01000037.1	568824	570578	+	1755	343	3398	0	1490	1519	2417	2300	0	1
gene-LtaPh_2713500	BLBS01000037.1	571265	572350	+	1086	219	2629	0	919	1006	1745	1335	1	0
gene-LtaPh_2713600	BLBS01000037.1	573096	573773	+	678	80	986	0	316	431	1053	511	1	0
gene-LtaPh_2713700	BLBS01000037.1	574391	575581	+	1191	85	1116	0	455	426	912	981	1	0
gene-LtaPh_2713800	BLBS01000037.1	576932	577195	+	264	51	764	0	191	211	511	353	0	0
gene-LtaPh_2713900	BLBS01000037.1	579141	580730	+	1590	346	4648	0	1738	1800	3468	3158	2	0
gene-LtaPh_2714000	BLBS01000037.1	583953	586031	+	2079	450	9313	0	1702	3112	7061	3741	5	0
gene-LtaPh_2714100	BLBS01000037.1	587340	589142	+	1803	249	5191	0	1132	1884	3909	2341	2	0
gene-LtaPh_2714200	BLBS01000037.1	590389	591687	+	1299	65	1695	1	300	543	821	666	0	0
gene-LtaPh_2714300	BLBS01000037.1	594340	595530	+	1191	57	4395	0	418	1112	983	820	0	0
gene-LtaPh_2714400	BLBS01000037.1	598999	599754	+	756	80	2237	0	468	647	813	801	2	0
gene-LtaPh_2714500	BLBS01000037.1	601715	603754	+	2040	141	3426	0	734	1118	2354	1396	2	0
gene-LtaPh_2714600	BLBS01000037.1	606684	611162	+	4479	323	9305	0	2069	2894	5223	3694	2	0
gene-LtaPh_2714701	BLBS01000037.1	612962	614044	+	1083	3748	52883	114	11638	35873	35798	19889	254	119
gene-LtaPh_2714801	BLBS01000037.1	615127	616317	+	1191	3970	56251	123	12105	38101	37197	21054	248	101
gene-LtaPh_2714900	BLBS01000037.1	617655	618089	+	435	59	976	5	311	485	780	476	4	3
gene-LtaPh_2715000	BLBS01000037.1	619382	620509	+	1128	67	1033	2	329	496	983	535	11	2
gene-LtaPh_2715100	BLBS01000037.1	625218	627149	+	1932	194	3555	0	1106	1213	2050	1892	2	0
gene-LtaPh_2715200	BLBS01000037.1	629423	632167	+	2745	156	3710	0	672	1451	2640	1092	0	0
gene-LtaPh_2715300	BLBS01000037.1	633581	634228	+	648	166	3884	1	840	1157	1634	1556	7	1
gene-LtaPh_2715400	BLBS01000037.1	635919	638756	+	2838	124	4763	0	716	1853	2486	1225	1	0
gene-LtaPh_2715500	BLBS01000037.1	640513	641517	+	1005	90	2546	0	667	969	1165	999	2	1
gene-LtaPh_2715600	BLBS01000037.1	642880	646908	+	4029	249	5357	0	1987	1799	2241	3219	3	0
gene-LtaPh_2715700	BLBS01000037.1	649485	651584	+	2100	168	3788	0	1052	1286	1807	1570	0	0
gene-LtaPh_2715800	BLBS01000037.1	653322	653795	+	474	57	1168	0	436	571	728	591	1	0
gene-LtaPh_2715900	BLBS01000037.1	655169	656581	+	1413	84	1388	1	494	723	1091	672	1	0
gene-LtaPh_2716000	BLBS01000037.1	657317	659545	+	2229	172	2916	0	839	1144	1805	1399	3	0
gene-LtaPh_2716200	BLBS01000037.1	664912	665316	+	405	142	2066	0	662	1329	1429	1079	7	1
gene-LtaPh_2716261	BLBS01000037.1	667993	672885	+	4893	380	6566	0	1837	2445	3936	2913	8	0
gene-LtaPh_2716321	BLBS01000037.1	674023	675513	-	1491	1	3	0	2	1	2	1	0	0
gene-LtaPh_2716400	BLBS01000037.1	674089	675396	+	1308	128	2202	0	569	963	1620	970	6	0
gene-LtaPh_2716600	BLBS01000037.1	676167	677612	+	1446	111	2395	0	553	1162	1416	749	2	0
gene-LtaPh_2716631	BLBS01000037.1	681709	682872	+	1164	156	1992	0	546	801	1215	1001	3	0
gene-LtaPh_2716661	BLBS01000037.1	684078	685385	+	1308	154	2235	1	587	953	1631	1053	4	0
gene-LtaPh_2716700	BLBS01000037.1	687127	687930	+	804	76	1294	0	335	580	609	532	0	0
gene-LtaPh_2716801	BLBS01000037.1	697004	697621	-	618	0	2	0	0	1	2	0	0	0
gene-LtaPh_2716900	BLBS01000037.1	697011	697652	+	642	76	1760	0	444	660	1015	744	0	0
gene-LtaPh_2716951	BLBS01000037.1	699602	700033	-	432	2	8	0	1	5	5	3	0	0
gene-LtaPh_2717000	BLBS01000037.1	701645	702820	+	1176	121	2127	0	550	714	1028	1027	2	0
gene-LtaPh_2717100	BLBS01000037.1	705782	708502	+	2721	245	6690	0	1346	2549	3512	2205	1	0
gene-LtaPh_2717200	BLBS01000037.1	710935	714780	+	3846	304	5920	0	1381	2053	4384	2216	3	0
gene-LtaPh_2717300	BLBS01000037.1	715534	719418	+	3885	321	6241	0	1384	2304	4311	2239	3	0
gene-LtaPh_2717400	BLBS01000037.1	720107	722071	+	1965	203	3700	0	853	1056	2076	1478	2	0
gene-LtaPh_2717600	BLBS01000037.1	734024	735862	+	1839	163	5621	0	815	1807	2389	1805	4	0
gene-LtaPh_2717700	BLBS01000037.1	737853	738389	+	537	69	1545	0	412	552	679	732	1	0
gene-LtaPh_2717800	BLBS01000037.1	739325	740686	+	1362	469	7425	8	1791	2810	6386	3819	11	2
gene-LtaPh_2717900	BLBS01000037.1	744327	745658	+	1332	527	15848	0	2513	4945	4805	4436	8	2
gene-LtaPh_2718000	BLBS01000037.1	750149	763555	-	13407	622	9729	4	2850	3461	8752	5369	21	3
gene-LtaPh_2718800	BLBS01000037.1	765857	766141	+	285	0	4	0	2	0	3	0	0	0
gene-LtaPh_2718100	BLBS01000037.1	766758	768707	-	1950	150	4128	0	722	1389	2409	1221	5	0
gene-LtaPh_2718200	BLBS01000037.1	771329	776023	-	4695	696	21168	0	3636	7456	10807	6694	12	0
gene-LtaPh_2718300	BLBS01000037.1	781493	783205	-	1713	150	999	0	1420	304	699	2819	3	0
gene-LtaPh_2718400	BLBS01000037.1	786121	789195	-	3075	176	4779	0	1111	1406	2100	2025	6	3
gene-LtaPh_2718500	BLBS01000037.1	793349	798430	-	5082	224	5963	0	1066	1925	3423	1854	2	0
gene-LtaPh_2718600	BLBS01000037.1	800456	802033	-	1578	1175	11627	210	5517	4087	10536	11620	720	254
gene-LtaPh_2718801	BLBS01000037.1	804333	814364	-	10032	523	11242	1	1988	3863	8200	3699	6	1
gene-LtaPh_2719000	BLBS01000037.1	815583	816695	-	1113	123	1559	6	368	622	1166	740	10	5
gene-LtaPh_2719100	BLBS01000037.1	817881	823037	-	5157	321	6957	0	1717	2275	4248	3267	4	0
gene-LtaPh_2719200	BLBS01000037.1	825364	827694	-	2331	269	5587	0	1396	1690	2214	2997	1	0
gene-LtaPh_2719300	BLBS01000037.1	828946	831648	-	2703	147	3490	0	679	1103	1668	1158	1	0
gene-LtaPh_2719400	BLBS01000037.1	834095	836053	-	1959	630	11400	1	2714	3543	5660	4809	14	0
gene-LtaPh_2719500	BLBS01000037.1	836820	839072	-	2253	284	5848	0	1281	1795	3029	2352	6	0
gene-LtaPh_2719600	BLBS01000037.1	839541	842111	-	2571	185	3905	0	742	1253	2407	1316	5	0
gene-LtaPh_2719700	BLBS01000037.1	843531	847280	-	3750	658	10289	19	2215	3725	7434	4301	45	5
gene-LtaPh_2719800	BLBS01000037.1	849000	849737	-	738	246	6692	0	1125	2236	2687	2085	5	0
gene-LtaPh_2719900	BLBS01000037.1	850954	851376	-	423	133	1712	24	442	584	1397	934	32	13
gene-LtaPh_2720000	BLBS01000037.1	852394	856248	-	3855	143	3368	0	717	1239	2103	1224	1	0
gene-LtaPh_2720100	BLBS01000037.1	860869	861933	-	1065	219	2033	0	835	762	1602	1612	4	0
gene-LtaPh_2720200	BLBS01000037.1	862948	863727	-	780	97	1871	0	531	511	756	978	3	0
gene-LtaPh_2720300	BLBS01000037.1	865446	868322	-	2877	324	5993	0	1577	2074	3369	2726	5	0
gene-LtaPh_2720500	BLBS01000037.1	875625	876731	-	1107	122	2631	0	631	883	1188	1160	4	1
gene-LtaPh_2720600	BLBS01000037.1	878078	878413	-	336	148	1594	0	435	688	1033	782	5	0
gene-LtaPh_2720700	BLBS01000037.1	879712	882498	-	2787	729	18655	0	2875	6556	11139	5805	6	0
gene-LtaPh_2720800	BLBS01000037.1	883637	886879	-	3243	192	3981	0	947	1458	2181	1676	1	0
gene-LtaPh_2720900	BLBS01000037.1	890033	890626	-	594	123	1618	0	554	719	1118	837	1	0
gene-LtaPh_2721000	BLBS01000037.1	891769	893439	-	1671	197	3801	0	1020	1422	1983	1504	1	0
gene-LtaPh_2721100	BLBS01000037.1	896797	898278	-	1482	164	7380	0	846	1517	2071	1783	2	0
gene-LtaPh_2721151	BLBS01000037.1	900950	902155	-	1206	72	1324	0	485	373	383	816	5	0
gene-LtaPh_2721201	BLBS01000037.1	904752	906401	-	1650	95	1705	1	599	477	453	1207	6	0
gene-LtaPh_2721251	BLBS01000037.1	907148	907834	-	687	174	2021	0	1075	959	1691	1567	3	0
gene-LtaPh_2721301	BLBS01000037.1	910874	912040	-	1167	149	3959	6	567	1426	1344	879	25	11
gene-LtaPh_2721351	BLBS01000037.1	911531	912019	+	489	0	1	0	0	1	0	3	0	0
gene-LtaPh_2721400	BLBS01000037.1	913049	914197	-	1149	116	3057	0	635	1115	1609	1087	2	0
gene-LtaPh_2721500	BLBS01000037.1	915298	917847	-	2550	354	4358	0	2002	1649	3007	2785	4	0
gene-LtaPh_3504400	BLBS01000037.1	919923	920171	-	249	7	386	0	112	154	203	168	0	0
gene-LtaPh_2721600	BLBS01000037.1	921887	922333	-	447	149	3278	0	534	1127	1319	937	7	1
gene-LtaPh_2721701	BLBS01000037.1	923923	925239	-	1317	539	7058	0	2848	3048	5969	4158	10	0
gene-LtaPh_2721800	BLBS01000037.1	927659	930937	-	3279	160	4839	0	939	1962	2663	1460	0	0
gene-LtaPh_2721900	BLBS01000037.1	934056	935069	-	1014	62	2212	1	431	880	1192	565	0	0
gene-LtaPh_2722000	BLBS01000037.1	936624	942167	-	5544	196	5016	0	1485	1461	1982	2612	3	0
gene-LtaPh_2722100	BLBS01000037.1	946672	949617	-	2946	78	1729	0	428	712	972	640	0	0
gene-LtaPh_2722200	BLBS01000037.1	953218	953379	-	162	67	2399	0	283	1094	654	478	2	0
gene-LtaPh_2722300	BLBS01000037.1	954136	955266	-	1131	84	1981	27	556	734	952	912	38	24
gene-LtaPh_2722400	BLBS01000037.1	956767	961548	-	4782	299	7635	0	1984	2505	4074	3409	6	2
gene-LtaPh_2722500	BLBS01000037.1	962682	963860	-	1179	104	1693	0	487	602	824	773	0	0
gene-LtaPh_2722600	BLBS01000037.1	965092	965580	-	489	29	642	0	190	347	247	332	2	0
gene-LtaPh_2722700	BLBS01000037.1	966427	967146	-	720	218	3089	0	963	1256	1825	1697	5	0
gene-LtaPh_2722800	BLBS01000037.1	970072	971097	-	1026	66	1161	0	339	355	712	527	1	0
gene-LtaPh_2722900	BLBS01000037.1	972340	973377	-	1038	176	2710	2	743	1109	2162	1276	11	8
gene-LtaPh_2723000	BLBS01000037.1	974570	981376	-	6807	434	6839	0	2124	2404	4737	3262	6	0
gene-LtaPh_2723100	BLBS01000037.1	983686	985977	-	2292	178	3281	0	807	1034	2739	1538	1	0
gene-LtaPh_2723200	BLBS01000037.1	987018	988211	-	1194	138	2185	0	627	949	1796	1237	6	0
gene-LtaPh_2723300	BLBS01000037.1	988834	992262	-	3429	166	3111	0	773	1055	2447	1668	3	0
gene-LtaPh_2723400	BLBS01000037.1	994275	996407	-	2133	127	2167	0	507	594	1285	777	5	0
gene-LtaPh_2723500	BLBS01000037.1	998077	999789	-	1713	85	2036	0	402	613	1196	783	2	0
gene-LtaPh_2723600	BLBS01000037.1	1001990	1004284	-	2295	104	1866	0	398	607	1263	762	0	0
gene-LtaPh_2723700	BLBS01000037.1	1005493	1007622	-	2130	408	7861	0	1669	2469	5128	3511	4	0
gene-LtaPh_2723800	BLBS01000037.1	1008450	1008998	-	549	86	1527	0	318	443	648	718	1	0
gene-LtaPh_2723900	BLBS01000037.1	1009949	1010308	-	360	36	546	0	110	148	318	250	0	0
gene-LtaPh_2724000	BLBS01000037.1	1011209	1012153	-	945	176	3088	1	660	1204	1977	1284	1	0
gene-LtaPh_2724100	BLBS01000037.1	1012720	1013898	-	1179	601	7683	6	2298	3977	6878	3932	20	0
gene-LtaPh_2724200	BLBS01000037.1	1014279	1015028	-	750	95	1094	0	317	542	760	621	2	0
gene-LtaPh_2724300	BLBS01000037.1	1015072	1016316	-	1245	77	569	0	270	354	692	325	0	0
gene-LtaPh_2724600	BLBS01000038.1	52	1323	+	1272	40	688	0	190	204	239	341	0	0
gene-LtaPh_2724700	BLBS01000038.1	1961	2800	+	840	52	835	0	200	292	409	407	1	0
gene-LtaPh_2724800	BLBS01000038.1	3239	4396	+	1158	83	967	0	261	455	1174	521	4	0
gene-LtaPh_2724900	BLBS01000038.1	4929	5390	+	462	74	831	0	231	449	774	455	3	0
gene-LtaPh_2725000	BLBS01000038.1	5780	6121	+	342	41	474	0	148	271	458	264	1	0
gene-LtaPh_2725100	BLBS01000038.1	6744	8210	+	1467	98	2123	7	478	562	1318	871	11	1
gene-LtaPh_2725200	BLBS01000038.1	9164	10357	+	1194	361	5253	1	1392	2042	3008	2270	7	2
gene-LtaPh_2725300	BLBS01000038.1	12408	13526	+	1119	47	728	0	181	219	603	370	0	0
gene-LtaPh_2725400	BLBS01000038.1	13746	14843	+	1098	22	377	0	102	169	277	222	1	0
gene-LtaPh_2725600	BLBS01000038.1	17594	18319	+	726	47	489	0	126	171	343	236	0	0
gene-LtaPh_2725700	BLBS01000038.1	18880	20196	+	1317	53	1322	0	313	483	818	678	1	1
gene-LtaPh_2725800	BLBS01000038.1	21065	21967	+	903	48	715	5	192	230	598	363	3	1
gene-LtaPh_2725900	BLBS01000038.1	21964	22266	-	303	2	0	0	0	0	1	1	0	0
gene-LtaPh_2726000	BLBS01000038.1	22619	24349	+	1731	248	4038	0	1094	1311	2784	2123	1	0
gene-LtaPh_2726100	BLBS01000038.1	26012	27553	+	1542	154	2108	0	566	844	2170	1051	1	0
gene-LtaPh_2726200	BLBS01000038.1	28229	29596	+	1368	90	1591	3	368	595	1285	760	6	4
gene-LtaPh_2726300	BLBS01000038.1	30185	30598	+	414	64	949	0	258	365	734	504	3	0
gene-LtaPh_2726400	BLBS01000038.1	31445	41260	+	9816	447	10216	5	2500	3447	6838	4205	14	7
gene-LtaPh_2726451	BLBS01000038.1	41301	44456	+	3156	227	4017	0	1253	1422	2976	2177	3	0
gene-LtaPh_2726500	BLBS01000038.1	47362	49167	+	1806	126	2314	0	600	951	1982	1071	4	0
gene-LtaPh_2726600	BLBS01000038.1	49937	51298	+	1362	93	1707	0	438	721	1141	765	1	0
gene-LtaPh_2726651	BLBS01000038.1	51972	54914	+	2943	128	3937	0	776	1107	2206	1237	2	0
gene-LtaPh_2726700	BLBS01000038.1	57800	58852	+	1053	59	1480	0	264	755	880	367	3	0
gene-LtaPh_2726900	BLBS01000038.1	60752	61012	+	261	3	83	0	20	31	58	26	0	0
gene-LtaPh_2726951	BLBS01000038.1	63360	65396	+	2037	81	2364	0	530	600	861	899	3	0
gene-LtaPh_2800100	BLBS01000039.1	2543	4195	+	1653	287	1910	0	902	810	2496	1790	5	0
gene-LtaPh_2800200	BLBS01000039.1	4801	5202	+	402	72	914	0	292	246	573	663	3	0
gene-LtaPh_2800300	BLBS01000039.1	5743	7038	+	1296	135	1490	0	464	748	1136	927	2	0
gene-LtaPh_2800400	BLBS01000039.1	7305	9101	+	1797	145	1567	0	509	510	1260	1024	1	0
gene-LtaPh_2800500	BLBS01000039.1	10770	12524	+	1755	150	2513	0	730	726	1208	1645	2	0
gene-LtaPh_2800600	BLBS01000039.1	13305	14762	+	1458	142	1570	0	497	647	1358	1027	0	0
gene-LtaPh_2800700	BLBS01000039.1	15341	16903	+	1563	207	3141	0	909	1011	2014	1947	1	0
gene-LtaPh_2800751	BLBS01000039.1	17518	20910	+	3393	110	1667	0	472	433	1219	927	3	0
gene-LtaPh_2800800	BLBS01000039.1	20631	23696	+	3066	121	1835	0	631	579	1383	976	2	0
gene-LtaPh_2800900	BLBS01000039.1	26606	28636	+	2031	209	2453	0	1146	605	1236	2351	4	1
gene-LtaPh_2801000	BLBS01000039.1	29747	29980	+	234	53	855	0	206	315	512	452	3	0
gene-LtaPh_2801100	BLBS01000039.1	30897	31514	+	618	208	2155	0	797	1108	1469	1316	4	0
gene-LtaPh_2801200	BLBS01000039.1	32589	33014	+	426	158	2092	0	628	890	1252	965	4	0
gene-LtaPh_2801300	BLBS01000039.1	33721	34269	+	549	93	1085	0	430	433	700	559	0	0
gene-LtaPh_2801400	BLBS01000039.1	35057	39439	+	4383	394	3004	0	1973	1541	2968	2578	6	0
gene-LtaPh_2801500	BLBS01000039.1	42207	42635	+	429	17	533	0	125	251	352	187	1	0
gene-LtaPh_2801600	BLBS01000039.1	44066	44974	+	909	121	1758	0	438	758	1414	876	4	0
gene-LtaPh_2801700	BLBS01000039.1	47122	48504	+	1383	193	2451	0	950	954	1489	1473	4	0
gene-LtaPh_2801800	BLBS01000039.1	49831	50451	+	621	98	1656	0	334	502	595	579	2	0
gene-LtaPh_2801900	BLBS01000039.1	52488	54260	+	1773	86	2255	0	575	769	1037	930	1	0
gene-LtaPh_2802000	BLBS01000039.1	57916	58227	+	312	95	1377	0	396	530	847	669	3	0
gene-LtaPh_2802100	BLBS01000039.1	59897	61753	+	1857	172	2532	0	697	1032	1433	1095	3	0
gene-LtaPh_2802200	BLBS01000039.1	64280	64708	+	429	337	3478	0	1048	1396	2777	1330	12	0
gene-LtaPh_2802300	BLBS01000039.1	67882	68943	+	1062	136	1227	0	497	531	923	764	1	0
gene-LtaPh_2802400	BLBS01000039.1	70061	71092	+	1032	139	2102	0	772	1041	1616	1173	1	0
gene-LtaPh_2802500	BLBS01000039.1	73909	75735	+	1827	192	6576	0	1022	2796	3157	1430	5	0
gene-LtaPh_2802600	BLBS01000039.1	81617	82510	+	894	135	3311	0	901	1122	1486	1609	1	1
gene-LtaPh_2802700	BLBS01000039.1	83834	87271	+	3438	211	3377	0	1007	1416	2035	1612	1	0
gene-LtaPh_2802800	BLBS01000039.1	88638	89387	+	750	50	1062	0	326	372	585	506	0	0
gene-LtaPh_2802900	BLBS01000039.1	91040	91690	+	651	131	1379	0	879	625	727	1593	3	0
gene-LtaPh_2803000	BLBS01000039.1	92368	93126	+	759	96	1630	0	505	694	687	889	1	0
gene-LtaPh_2803100	BLBS01000039.1	93988	95973	+	1986	102	3268	0	463	1224	1459	921	0	0
gene-LtaPh_2803200	BLBS01000039.1	97425	98456	+	1032	180	2946	0	903	1190	1588	1535	1	0
gene-LtaPh_2803300	BLBS01000039.1	99411	100511	+	1101	143	2029	0	731	966	1327	1016	1	0
gene-LtaPh_2803400	BLBS01000039.1	101469	104447	+	2979	351	6204	0	1438	2548	3892	2355	3	0
gene-LtaPh_2803500	BLBS01000039.1	105823	109281	+	3459	288	4414	0	1207	1740	2790	1877	0	0
gene-LtaPh_2803600	BLBS01000039.1	110765	111943	+	1179	210	2170	0	771	1206	1284	1121	6	0
gene-LtaPh_2803700	BLBS01000039.1	112592	113206	+	615	102	688	0	478	589	533	554	2	0
gene-LtaPh_2803800	BLBS01000039.1	113953	114816	+	864	23	152	0	62	88	143	87	3	0
gene-LtaPh_2803900	BLBS01000039.1	115447	116175	-	729	23	481	0	106	128	187	230	0	0
gene-LtaPh_2804000	BLBS01000039.1	118866	121658	-	2793	231	3703	0	807	1291	2045	1203	2	0
gene-LtaPh_2804100	BLBS01000039.1	122705	124348	-	1644	291	5213	0	1156	1721	2287	2272	3	0
gene-LtaPh_2804200	BLBS01000039.1	133823	135883	-	2061	85	994	0	269	395	684	434	1	0
gene-LtaPh_2804300	BLBS01000039.1	139746	141116	-	1371	376	5068	0	1288	2162	2877	2349	7	0
gene-LtaPh_2804400	BLBS01000039.1	142061	143341	-	1281	312	4419	0	1173	1806	2381	2043	8	0
gene-LtaPh_2804500	BLBS01000039.1	144082	146517	-	2436	161	2823	0	616	998	1209	1223	0	0
gene-LtaPh_2804600	BLBS01000039.1	147157	149982	-	2826	385	7771	0	1488	2107	2736	3028	4	0
gene-LtaPh_2804700	BLBS01000039.1	150708	151643	-	936	214	2361	0	628	833	1324	1002	2	0
gene-LtaPh_2804800	BLBS01000039.1	152961	155342	-	2382	197	4273	3	857	1801	2732	1668	15	4
gene-LtaPh_2804900	BLBS01000039.1	156654	159029	-	2376	372	8524	0	1735	2894	3763	2743	4	0
gene-LtaPh_2805000	BLBS01000039.1	160211	160894	-	684	146	2379	0	716	916	1065	1278	5	0
gene-LtaPh_2805100	BLBS01000039.1	162811	164379	-	1569	127	2084	0	652	940	1016	945	3	0
gene-LtaPh_2805200	BLBS01000039.1	171254	173389	-	2136	86	1563	0	327	554	1203	526	2	1
gene-LtaPh_2805300	BLBS01000039.1	177758	178915	-	1158	101	1895	0	546	996	1088	860	1	0
gene-LtaPh_2805400	BLBS01000039.1	180378	181691	-	1314	211	4386	0	1029	1601	1528	1418	3	0
gene-LtaPh_2805600	BLBS01000039.1	187451	187789	-	339	1204	15625	0	3369	7596	9243	5465	66	1
gene-LtaPh_2805700	BLBS01000039.1	189410	190537	-	1128	137	2116	0	712	934	1131	947	5	0
gene-LtaPh_2805800	BLBS01000039.1	197666	198526	-	861	109	1767	24	528	721	954	844	94	48
gene-LtaPh_2805900	BLBS01000039.1	200389	200637	+	249	0	0	0	0	0	1	0	0	0
gene-LtaPh_2806000	BLBS01000039.1	202375	207105	-	4731	245	7496	0	1965	2980	4263	3142	2	0
gene-LtaPh_2806100	BLBS01000039.1	211382	212953	-	1572	265	3611	0	1055	1388	2307	1447	3	0
gene-LtaPh_2806200	BLBS01000039.1	213810	214094	-	285	111	1980	0	496	827	969	975	4	0
gene-LtaPh_2806251	BLBS01000039.1	213855	214148	+	294	0	5	0	1	3	0	3	0	0
gene-LtaPh_2806300	BLBS01000039.1	215907	228731	-	12825	786	17587	5	4103	6090	10247	7606	10	0
gene-LtaPh_2806400	BLBS01000039.1	230225	234175	-	3951	229	5159	0	1194	1921	2825	2167	5	1
gene-LtaPh_2806500	BLBS01000039.1	237303	237962	-	660	132	1677	0	621	680	1003	883	0	0
gene-LtaPh_2806600	BLBS01000039.1	239223	239429	-	207	51	965	0	237	303	451	408	0	0
gene-LtaPh_2806700	BLBS01000039.1	240572	241651	-	1080	98	1669	0	383	490	983	770	5	0
gene-LtaPh_2806800	BLBS01000039.1	242787	243809	-	1023	182	1609	0	602	659	913	1091	0	0
gene-LtaPh_2806900	BLBS01000039.1	245734	247257	-	1524	108	1155	0	474	310	534	994	2	0
gene-LtaPh_2807000	BLBS01000039.1	248316	249017	-	702	90	1580	0	310	605	1037	679	5	0
gene-LtaPh_2807100	BLBS01000039.1	251505	252410	-	906	104	1756	1	603	672	1379	1063	1	0
gene-LtaPh_2807200	BLBS01000039.1	254644	256077	-	1434	101	1704	0	432	578	1051	899	3	0
gene-LtaPh_2807300	BLBS01000039.1	257475	258224	-	750	68	1481	0	289	450	771	736	5	0
gene-LtaPh_2807400	BLBS01000039.1	259407	261194	-	1788	257	3483	0	917	1074	2482	1953	6	0
gene-LtaPh_2807500	BLBS01000039.1	262535	264214	-	1680	342	4886	0	1071	1851	3725	2700	3	0
gene-LtaPh_2807600	BLBS01000039.1	265374	265931	-	558	79	1106	0	334	444	766	777	4	0
gene-LtaPh_2807700	BLBS01000039.1	267263	268555	-	1293	170	3169	0	753	862	1575	1483	1	0
gene-LtaPh_2807800	BLBS01000039.1	270379	271047	-	669	103	1376	0	372	404	1257	746	1	1
gene-LtaPh_2807900	BLBS01000039.1	272621	274987	-	2367	196	2174	0	804	791	2068	1393	3	0
gene-LtaPh_2808000	BLBS01000039.1	275512	276975	-	1464	90	624	0	336	270	477	346	1	0
gene-LtaPh_2808100	BLBS01000039.1	278036	278608	+	573	98	719	0	385	289	651	667	2	1
gene-LtaPh_2808200	BLBS01000039.1	280213	280554	+	342	85	542	0	297	259	495	459	0	0
gene-LtaPh_2808300	BLBS01000039.1	280851	282884	+	2034	156	1871	0	578	694	1808	1070	7	0
gene-LtaPh_2808400	BLBS01000039.1	283547	284020	+	474	151	2155	0	561	774	1067	1149	4	0
gene-LtaPh_2808500	BLBS01000039.1	284979	285428	+	450	322	4609	0	1195	2183	2858	2266	12	0
gene-LtaPh_2808600	BLBS01000039.1	286263	287753	+	1491	136	1558	0	409	481	1192	920	1	0
gene-LtaPh_2808700	BLBS01000039.1	288817	289575	+	759	87	946	0	262	357	634	496	1	0
gene-LtaPh_2808900	BLBS01000039.1	294541	296193	+	1653	86	1314	0	400	352	789	843	0	0
gene-LtaPh_2809000	BLBS01000039.1	301645	302199	+	555	77	1436	0	400	509	808	740	1	0
gene-LtaPh_2809200	BLBS01000039.1	307207	310128	+	2922	203	2957	0	796	1105	2895	1662	2	0
gene-LtaPh_2809300	BLBS01000039.1	310574	312301	+	1728	68	1037	0	277	369	541	472	1	0
gene-LtaPh_2809400	BLBS01000039.1	313309	315045	+	1737	164	1950	0	560	732	1331	904	1	0
gene-LtaPh_2809500	BLBS01000039.1	316579	317109	+	531	65	894	0	218	314	620	392	2	0
gene-LtaPh_2809600	BLBS01000039.1	318622	321021	+	2400	505	8569	0	1996	3427	6997	2902	7	1
gene-LtaPh_2809700	BLBS01000039.1	323010	323912	+	903	192	3816	0	842	1284	1616	1612	4	0
gene-LtaPh_2809900	BLBS01000039.1	336341	336910	+	570	104	1437	1	399	493	675	760	5	0
gene-LtaPh_2810000	BLBS01000039.1	338168	339403	+	1236	390	5357	0	1471	2424	4656	2321	7	1
